ACCOUNTS.ACC_ESC_PMT_AMT,Escrow payment amount (original)
ACCOUNTS.ACC_ESC_PMT_AMT_CUR,Escrow payment amount (current)
ACCOUNTS.ACC_ESC_REFUND_RCVD_AMT,Escrow refund amount received
ACCOUNTS.ACC_ESC_REFUND_RCVD_AMT_LAST,Escrow refund amount received last
ACCOUNTS.ACC_ESC_REFUND_RCVD_DT,Date on which escrow refund Amount was received
ACCOUNTS.ACC_ESC_REFUND_RCVD_DT_LAST,Date on which last escrow refund Amount was received
ACCOUNTS.ACC_ESC_REQUIRED_IND,Indicates if escrow is allowed for the account (original)
ACCOUNTS.ACC_ESC_REQUIRED_IND_CUR,Indicates if escrow is allowed for the account (current)
ACCOUNTS.ACC_ESC_STMT_GEN_DT,The date on which escrow statement was generated
ACCOUNTS.ACC_ESC_STMT_GEN_IND,Indicates if escrow statement has been generated
ACCOUNTS.ACC_ESC_STOP_ANALYSIS_IND,Indicates whether escrow analysis is stopped for the account
ACCOUNTS.ACC_ESC_STOP_DISBURSE_IND,Indicates whether escrow disbursement is stopped for the account
ACCOUNTS.ACC_EVE01_LAST_RUN_DT,Last run date for Event #01
ACCOUNTS.ACC_EVE02_LAST_RUN_DT,Last run date for Event #02
ACCOUNTS.ACC_EVE03_LAST_RUN_DT,Last run date for Event #03
ACCOUNTS.ACC_EVE04_LAST_RUN_DT,Last run date for Event #04
ACCOUNTS.ACC_EVE05_LAST_RUN_DT,Last run date for Event #05
ACCOUNTS.ACC_EVE06_LAST_RUN_DT,Last run date for Event #06
ACCOUNTS.ACC_EVE07_LAST_RUN_DT,Last run date for Event #07
ACCOUNTS.ACC_EVE08_LAST_RUN_DT,Last run date for Event #08
ACCOUNTS.ACC_EVE09_LAST_RUN_DT,Last run date for Event #09
ACCOUNTS.ACC_EVE10_LAST_RUN_DT,Last run date for Event #10
ACCOUNTS.ACC_EXISTING_CUSTOMER_IND,Indicates whether the applicant is an existing customer
ACCOUNTS.ACC_EXTEND_BALLOON_TERM_MAX   ,Stores the maximum Extendable Balloon term
ACCOUNTS.ACC_EXTN_COUNT_LIFE,Number of extensions given in the life of the account
ACCOUNTS.ACC_EXTN_COUNT_ROLL,Number of extensions given for the rolling year (last 12 months)
ACCOUNTS.ACC_EXTN_COUNT_YEAR,Number of extensions given in a year
ACCOUNTS.ACC_EXTN_DT_LAST,The date on which last extension was given or evergreen transaction posted
ACCOUNTS.ACC_EXTN_GAP_MONTHS,Gap in months for Extension
ACCOUNTS.ACC_EXTN_MAX_NO_LIFE,Maximum number of allowable extensions in the life of the account
ACCOUNTS.ACC_EXTN_MAX_NO_YEAR,Maximum number of allowable extensions in a year
ACCOUNTS.ACC_EXTN_MAX_TERM_LIFE,Maximum number of allowable cycles in the life of the account
ACCOUNTS.ACC_EXTN_MAX_TERM_YEAR,Maximum number of allowable cycles in a year
ACCOUNTS.ACC_EXTN_MIN_NO_PMT,Minimum number of payments for Extension
ACCOUNTS.ACC_EXTN_TERM_COUNT_ROLL,Stores the extension counters for the last 12 months
ACCOUNTS.ACC_EXTN_TERM_LIFE,Number of cycles extended in the life of the account
ACCOUNTS.ACC_EXTN_TERM_YEAR,Number of cycles extended  in a year
ACCOUNTS.ACC_FEE_AMT_ESCROWED,Total escrow advance amount received (original)
ACCOUNTS.ACC_FEE_AMT_FINANCED,Total amount of fee financed
ACCOUNTS.ACC_FEE_AMT_PREPAID,Total amount of fee pre-paid
ACCOUNTS.ACC_FINAL_PMT_AMT,Final payment amount
ACCOUNTS.ACC_FINANCE_CHARGE,The finance charge or total estimated interest charge on the contract
ACCOUNTS.ACC_FINANCE_CHARGE_MIN,Minimum billable finance charge amount
ACCOUNTS.ACC_FIRST_LAST_YEAR_CONV_CD,Account first last year conversion code
ACCOUNTS.ACC_FIRST_PMT_DEDUCTION_AMT,The amount deducted from dealer proceeds(first payment)
ACCOUNTS.ACC_FIRST_PMT_DEDUCTION_DAYS,The number of days for first payment to deduct from proceeds
ACCOUNTS.ACC_FIRST_PMT_DEDUCTION_IND,Indicates whether the first deduction is allowed
ACCOUNTS.ACC_FIRST_PMT_DT,The date on which first payment should be received
ACCOUNTS.ACC_FIRST_PMT_REFUND_DAYS,The number of days for deducted payment to refund to producer
ACCOUNTS.ACC_FIRST_PMT_REFUND_IND,Indicates whether the first payment refund is allowed
ACCOUNTS.ACC_FLEXIBLE_REPAYMENT_IND,Indicates flexible repayment schedule is allowed or not
ACCOUNTS.ACC_FPD_DT,First payment deduction Date
ACCOUNTS.ACC_FPR_DT,First payment refund Date
ACCOUNTS.ACC_FUNDING_TYPE_CD,Reference key to lookup funding type such as close ended or open ended
ACCOUNTS.ACC_FUTURE_PAYOFF_AMT,Pay off amount applicable till future payoff date
ACCOUNTS.ACC_FUTURE_PAYOFF_DT,Pay off amount applicable till this date
ACCOUNTS.ACC_GAS_LTR_JRQ_ID,Reference to job request id
ACCOUNTS.ACC_HOEPA_CD,Home ownership and equity protection act code for HMDA reporting
ACCOUNTS.ACC_IN_DRAW_PERIOD_IND,Draw Period Indicator
ACCOUNTS.ACC_IN_PROMOTION_IND,Indicates whether or not the account is in promotion
ACCOUNTS.ACC_INDEX_RATE,Index rate(Original)
ACCOUNTS.ACC_INDEX_RATE_CUR,Index rate(Current)
ACCOUNTS.ACC_INDEX_RATE_EFFECTIVE,Stores the Index Effective rate
ACCOUNTS.ACC_INDEX_RATE_EFFECTIVE_CUR,Stores the current effective index rate
ACCOUNTS.ACC_INDEX_RATE_ROUND_FACTOR_CD,Reference key to lookup index rate round factor
ACCOUNTS.ACC_INDEX_TYPE_CD,Reference key to lookup index type such as prime  etc
ACCOUNTS.ACC_INDEX_TYPE_CD_CUR,Reference key to lookup index type(Current)
ACCOUNTS.ACC_INSTALLMENT_METHOD_CD,Method to calculate payment amount Equated EQ Final Payment Differs FPD
ACCOUNTS.ACC_INSURANCE_IND,Identifies that the account has active credit insurance
ACCOUNTS.ACC_INT_ACCRUAL_START_DT_NEXT,Next accrual start date for account
ACCOUNTS.ACC_INT_ACCRUED_AMT,Total amount of interest accrued
ACCOUNTS.ACC_INT_AMORTIZE_FREQ_CD,Reference key to lookup amortize frequency
ACCOUNTS.ACC_INT_AMT_ESTIMATED,Total amount of estimated interest
ACCOUNTS.ACC_INT_AMT_ESTIMATED_CUR,Total current interest estimated amount for pre-compute loans
ACCOUNTS.ACC_INT_AMT_PD,Total amount of interest paid
ACCOUNTS.ACC_INT_REBATE_AMT,Total amount of interest rebate
ACCOUNTS.ACC_JOINT_IND,Indicates whether the application is a joint application
ACCOUNTS.ACC_LAST_ACTIVITY_DT,The date on which last activity was performed on an account
ACCOUNTS.ACC_LATE_CHARGE_GRACE_DAYS,Number of days before the late charge is accessed after the payment due date
ACCOUNTS.ACC_LCO1_LTR_JRQ_ID,Reference Key to job request id for Custom collection letter 1
ACCOUNTS.ACC_LCO2_LTR_JRQ_ID,Reference Key to job request id for Custom collection letter 2
ACCOUNTS.ACC_LCS1_LTR_JRQ_ID,Reference Key to job request id for Custom servicing letter 1
ACCOUNTS.ACC_LCS2_LTR_JRQ_ID,Reference Key to job request id for Custom servicing letter 2
ACCOUNTS.ACC_LEASE_TAX_BOOK_TYPE_CD,Account Lease tax book type code
ACCOUNTS.ACC_LEASE_TERMINATION_TYPE_CD,Account Lease termination type code
ACCOUNTS.ACC_LEASE_TYPE_CD,Reference key to lookup lease type
ACCOUNTS.ACC_LIAB_NBR,Liability number for accounts
ACCOUNTS.ACC_LIEN_STATUS_CD,Reference key to lookup lien status such as 1st lien  2nd lien
ACCOUNTS.ACC_LINE_CODE,The   line code for accounts
ACCOUNTS.ACC_LINE_SERIAL_NO,Line Serial Number for accounts
ACCOUNTS.ACC_LINK_EXISTING_CUSTOMER_IND,Indicates whether the account should be linked to existing customer
ACCOUNTS.ACC_LOAN_AMT,Total amount of loan
ACCOUNTS.ACC_LOAN_CUR_CURRENCY_CODE,Reference key to Currency  Loan Currency
ACCOUNTS.ACC_LOSS_RESERVE_PRO_IND,Indicates if account has contributed to dealer loss reserve
ACCOUNTS.ACC_LTC_RUN_DT_NEXT,The date on which last late charge process ran
ACCOUNTS.ACC_LTR_RAT_RUN_DT_LAST,Stores the rate change letter process date
ACCOUNTS.ACC_MAC_RUN_DT_NEXT,Accounts maturity next run date
ACCOUNTS.ACC_MATURED_ACCT_IND,Matured accounts indicator
ACCOUNTS.ACC_MATURITY_DT,The date on which the account would mature(Original)
ACCOUNTS.ACC_MATURITY_DT_CUR,The date on which the account would mature(Current)
ACCOUNTS.ACC_MATURITY_INDEX_TYPE_CD,Reference key to lookup index type such as prime  etc
ACCOUNTS.ACC_MATURITY_MRATE,The maturity margin rate
ACCOUNTS.ACC_MATURITY_MRATE_EFFECTIVE,Stores the effective maturity margin rate
ACCOUNTS.ACC_MAX_RESIDUAL_PER,Stores the Maximum Residual Percentage.
ACCOUNTS.ACC_MIN_AMT_RECOVERD_PER,Stores the Minimum Amount Recoverd Percentage for early termination.
ACCOUNTS.ACC_MIN_AMT_RECOVERD_PER_CUR,Stores the Current Minimum Amount Recovered Percentage for early termination.
ACCOUNTS.ACC_MIN_RESIDUAL_PER,Stores the Minimum Residual Percentage.
ACCOUNTS.ACC_MRATE,The margin rate(Original)
ACCOUNTS.ACC_MRATE_CUR,The margin rate(Current)
ACCOUNTS.ACC_MRATE_EFFECTIVE,Stores the Effective for the margin
ACCOUNTS.ACC_MRATE_EFFECTIVE_CUR,Stores the current effective margin rate
ACCOUNTS.ACC_MRTG_RECORDING_DT,Stores the Mortgage Recording Date
ACCOUNTS.ACC_MTD_RUN_DT_NEXT,The effective date of next month end processing date
ACCOUNTS.ACC_NBR,The system generated unique account number YYYYMMNNNNNNNX where YYYYMM- Contract date year and month  N- unique number  X- check digit
ACCOUNTS.ACC_NON_PERFORM_IND,Indicates whether account is in non-performing state
ACCOUNTS.ACC_NON_PERFORM_INT_REBATE,Interest rebate computed when account gets into non-performing state
ACCOUNTS.ACC_NON_PERFORM_TYPE_CD,Reference key to lookup Non-Performance types such as non-accrual  etc
ACCOUNTS.ACC_NOTE_TRANSMITTAL_NO,Stores the Note Transmittal Number
ACCOUNTS.ACC_OPEN_IND,Indicates whether the account is open or closed
ACCOUNTS.ACC_ORIG_SYS_XREF,Original system reference used for conversion only
ACCOUNTS.ACC_OUTSTANDING_TOTAL_AMT,The total outstanding amount
ACCOUNTS.ACC_PAGE_NBR,Account Page Number
ACCOUNTS.ACC_PAYOFF_AMT,The current payoff amount
ACCOUNTS.ACC_PAYOFF_FEE_IND,Indicates if payoff quote fee should be applied for the account
ACCOUNTS.ACC_PCB_BRANCH,Reference key to portfolio branch (Servicing) 
ACCOUNTS.ACC_PCB_BRANCH_ORG,Reference key to portfolio branch(Origination)
ACCOUNTS.ACC_PDC_END_DT,Accounts PDC End Date
ACCOUNTS.ACC_PDC_IND,PDC indicator for accounts
ACCOUNTS.ACC_PDC_LTR_JRQ_ID,Unique job Id for Pdc Renewal letter
ACCOUNTS.ACC_PDC_PENDING_COND_DT,PDC Pending Condition open date
ACCOUNTS.ACC_PDC_PROCESS_DT_NEXT,PDC next process date in accounts
ACCOUNTS.ACC_PDC_SECURITY_IND,Indicator for security checks in accounts
ACCOUNTS.ACC_PDF_LTR_JRQ_ID,Reference Key to job request id for paid in full letter
ACCOUNTS.ACC_PDOFF_DT,The date on which the account was paid off
ACCOUNTS.ACC_PHP_ACCOUNT_NBR,The account number for the phone pay transaction
ACCOUNTS.ACC_PHP_ACCOUNT_TYPE_CD,The account type for the phone pay transaction
ACCOUNTS.ACC_PHP_BANK_NAME,The name of the bank for the phone pay transaction
ACCOUNTS.ACC_PHP_BANK_ROUTING_NBR,The routing number of the bank for the phone pay transaction
ACCOUNTS.ACC_PHP_DEBIT_DT,The debit date for the phone pay transaction
ACCOUNTS.ACC_PHP_DRAWER_ADDRESS1,PHP Drawer Address 1
ACCOUNTS.ACC_PHP_DRAWER_ADDRESS2,PHP Drawer Address 2
ACCOUNTS.ACC_PHP_DRAWER_CITY,Drawer City
ACCOUNTS.ACC_PHP_DRAWER_NAME,PHP Drawer Name
ACCOUNTS.ACC_PHP_DRAWER_STATE_CD,PHP Drawer State code
ACCOUNTS.ACC_PHP_DRAWER_ZIP_CD,PHP Drawer Zip code
ACCOUNTS.ACC_PHP_FEE_AMT,The fee amount for the phone pay transaction
ACCOUNTS.ACC_PHP_LTR_DT_NEXT,PHP Next Letter Date
ACCOUNTS.ACC_PHP_NAME_ON_ACCOUNT,The name on the account for the phone pay transaction
ACCOUNTS.ACC_PHP_PMT_AMT,The payment amount for the phone pay transaction
ACCOUNTS.ACC_PHP_RELATION_TYPE_CD,PHP Relation type code
ACCOUNTS.ACC_PIS_INSTRUMENT,Reference key to instrument
ACCOUNTS.ACC_PMF_RUN_DT_NEXT,periodic maintenance fee next run date
ACCOUNTS.ACC_PMT_AMT,Payment amount(Original)
ACCOUNTS.ACC_PMT_AMT_CUR,Payment amount(Current)
ACCOUNTS.ACC_PMT_AMT_ESTIMATED,Payment amount(Estimated) used in lease
ACCOUNTS.ACC_PMT_AMT_LAST,The amount of the last payment received
ACCOUNTS.ACC_PMT_DT_LAST,The date on which last payment was received
ACCOUNTS.ACC_PMT_EXTRACT_DT_NEXT,Next Payment Extract Date
ACCOUNTS.ACC_PMT_MAX_INCREASE_LIFE,Payment max increase life
ACCOUNTS.ACC_PMT_MAX_INCREASE_YEAR,payment max increase year
ACCOUNTS.ACC_PMT_START_OF_YEAR,payment start of the year
ACCOUNTS.ACC_PMT_TOLERANCE_AMT,The tolerance amount to satisfy a due payment
ACCOUNTS.ACC_PMT_TOLERANCE_PER,The tolerance percentage to satisfy a due payment
ACCOUNTS.ACC_POO_POOL,Reference key to pool
ACCOUNTS.ACC_POOL_ACC_STATUS_CD,Reference key to lookup pool account status such as active  repurchased sold etc
ACCOUNTS.ACC_POOL_CODE,Pool code for the account
ACCOUNTS.ACC_POOL_SALE_DT,The date on which the account pool was sold
ACCOUNTS.ACC_POTNL_DLQ_DAYS,Potential delinquency days for accounts
ACCOUNTS.ACC_PRD_CRED_LMT_IND,Indicates whether the account is a product credit limit
ACCOUNTS.ACC_PRD_PRODUCT,Reference key to product
ACCOUNTS.ACC_PRD_PRODUCT_CATEGORY_CD,Reference Key to product category code
ACCOUNTS.ACC_PRE_COMPUTE_IND,Account Pre-compute indicator
ACCOUNTS.ACC_PRE_PMT_PENALTY_FEE_IND,Identifies that pre payment penalty fee charged on the account
ACCOUNTS.ACC_PRE_PMT_PENALTY_IND,Identifies that pre payment penalty fee allowed
ACCOUNTS.ACC_PRE_PMT_PENALTY_TERM_PER,The percentage of term for pre payment penalty
ACCOUNTS.ACC_PRE_PMT_TOLERANCE_AMT,Tolerance amount to calculate pre-payment penalty fee
ACCOUNTS.ACC_PREBILL_DAYS,Number of days for billing to occur before due date
ACCOUNTS.ACC_PREPAID_AMT,Amount due at signing
ACCOUNTS.ACC_PRIMARY_ASE_ASB_TYPE,Reference Key to Asset Sub Type (Primary Asset)
ACCOUNTS.ACC_PRIMARY_ASE_AST_TYPE,Reference Key to Asset Type (Primary Asset)
ACCOUNTS.ACC_PRIMARY_ASSET_STATE_CD,Reference key to lookup state code such as MN IL etc
ACCOUNTS.ACC_PRIMARY_CUS_LANGUAGE_CD,Reference key to lookup language such as english
ACCOUNTS.ACC_PRIMARY_CUS_STATE_CD,Reference key to lookup state code such as MN IL etc
ACCOUNTS.ACC_PRM_CODE,Reference Key to Promotion Item
ACCOUNTS.ACC_PRO_ID,Reference key to producer
ACCOUNTS.ACC_PRO_STATE_CD,Reference key to lookup state code such as MN IL etc
ACCOUNTS.ACC_PRO_TYPE_CD,Reference key to lookup producer type such as dealer  agent  etc
ACCOUNTS.ACC_PROBABLE_DELIVERY_DT,Reference Probable delivery date
ACCOUNTS.ACC_PRODUCER_HOLDBACK_AMT,Stores the amount held back from dealer proceed on that account
ACCOUNTS.ACC_PRODUCT_TYPE_CD,Reference key to lookup product type such as loan  lease  etc
ACCOUNTS.ACC_PROFIT_RATE,Indicates the profit rate
ACCOUNTS.ACC_PROFIT_RATE_CUR,Profit Rate
ACCOUNTS.ACC_PROM_CANCEL_DLQ_DAYS,Stores the delinquency days after which the promotion is cancelled automatically
ACCOUNTS.ACC_PROM_END_DT,The date on which promotion ends
ACCOUNTS.ACC_PROM_INDEX_RATE,The promotional index rate
ACCOUNTS.ACC_PROM_INDEX_RATE_EFFECTIVE,Stores the effective index rate for the promotion
ACCOUNTS.ACC_PROM_INDEX_TYPE_CD,Reference key to lookup index type such as prime  etc
ACCOUNTS.ACC_PROM_MRATE,Promotional margin rate
ACCOUNTS.ACC_PROM_MRATE_EFFECTIVE,Stores the effective margin rate for the promotion
ACCOUNTS.ACC_PROM_PERIOD_TYPE_CD,Promotion period type
ACCOUNTS.ACC_PROM_PMT_AMT,Promotional payment amount
ACCOUNTS.ACC_PROM_PROFIT_RATE,Indicates the promotional Profit Rate
ACCOUNTS.ACC_PROM_RATE,Promotional rate
ACCOUNTS.ACC_PROM_RATE_EFFECTIVE,Stores the effective rate for the promotion
ACCOUNTS.ACC_PROM_TERM,Promotional term
ACCOUNTS.ACC_PROM_TOLERANCE_AMT,Promotion tolerance amount checked against outstanding balance for promotion benefits
ACCOUNTS.ACC_PROM_TYPE_CD,Reference key to lookup promotion type
ACCOUNTS.ACC_PROMISE_IND,Indicates that active promise is on the account
ACCOUNTS.ACC_PROMISE_TOLERANCE_AMT,Promise Tolerance amount
ACCOUNTS.ACC_PROMISE_TOLERANCE_PER,Promise Tolerance percentage
ACCOUNTS.ACC_PTC_COMPANY,Reference key to portfolio company
ACCOUNTS.ACC_PTC_CUR_CURRENCY_CODE,Reference key to Currency  Portfolio Company Currency
ACCOUNTS.ACC_RAT_LTR_JRQ_ID,Reference Key to job request id for rate change intimation letter
ACCOUNTS.ACC_RAT_RUN_DT_NEXT,The next run date of rate change processing
ACCOUNTS.ACC_RATE,The contract rate
ACCOUNTS.ACC_RATE_BUY,The buy rate of the contract
ACCOUNTS.ACC_RATE_BUY_EFFECTIVE,Stores the effective buy rate
ACCOUNTS.ACC_RATE_CAP_MAX,The maximum allowable interest rate
ACCOUNTS.ACC_RATE_CAP_MIN,The minimum allowable interest rate
ACCOUNTS.ACC_RATE_CHG_COUNT_LIFE,The number of rate changes in the life of the contract
ACCOUNTS.ACC_RATE_CHG_COUNT_ROLL,The number of rate changes for the rolling year (last 12 months)
ACCOUNTS.ACC_RATE_CHG_COUNT_YEAR,The number of rate changes in a year
ACCOUNTS.ACC_RATE_CHG_DT_LAST,The date on which the last rate change was done
ACCOUNTS.ACC_RATE_CHG_FREQ_TYPE_CD,Reference key to lookup rate change frequency type such as MONTHLY QUARTERLY etc
ACCOUNTS.ACC_RATE_CHG_INITIAL_TERM,Initial rate change term
ACCOUNTS.ACC_RATE_CHG_INTIMATION_RATE,Stores the rate change intimation rate
ACCOUNTS.ACC_RATE_CHG_LETTER_REF_DT,Stores the rate change letter Reference date
ACCOUNTS.ACC_RATE_CHG_OCCURANCES,The number of times rate change has occurred for the particular rate adjustment frequency on account
ACCOUNTS.ACC_RATE_CHG_OCCURANCES_MAX,The maximum number of rate change occurrences for the particular rate adjustment frequency
ACCOUNTS.ACC_RATE_CHG_PERIOD,Stores the time or period between subsequent rate change based on rate adjustment frequency on account
ACCOUNTS.ACC_RATE_CHG_RSC_METHOD_CD,Reference key to lookup rate change reschedule method
ACCOUNTS.ACC_RATE_CHG_RSC_VALUE,The percentage value to be used to change the payment amount when rate changes on account
ACCOUNTS.ACC_RATE_CHG_TERM,Rate change term there after
ACCOUNTS.ACC_RATE_CUR,The contract rate(Current)
ACCOUNTS.ACC_RATE_EFFECTIVE ,Stores the Effective rate
ACCOUNTS.ACC_RATE_EFFECTIVE_CUR,Stores the current effective rate
ACCOUNTS.ACC_RATE_EFFECTIVE_LAST,Stores the last effective rate
ACCOUNTS.ACC_RATE_LAST,Stores the last rate
ACCOUNTS.ACC_RATE_MAX_DECREASE_LIFE,Maximum allowable decrease in rate in the life of the contract
ACCOUNTS.ACC_RATE_MAX_DECREASE_YEAR,Maximum allowable decrease in rate in a year
ACCOUNTS.ACC_RATE_MAX_INCREASE_LIFE,Maximum allowable increase in rate in the life of the contract
ACCOUNTS.ACC_RATE_MAX_INCREASE_YEAR,Maximum allowable increase in rate in a year
ACCOUNTS.ACC_RATE_MAX_NO_LIFE,Maximum allowable rate changes in the life of the contract
ACCOUNTS.ACC_RATE_MAX_NO_YEAR,Maximum allowable rate changes in a year
ACCOUNTS.ACC_RATE_SPREAD,Rate spread for HMDA reporting
ACCOUNTS.ACC_RATE_START_OF_YEAR,The rate at the beginning of the year
ACCOUNTS.ACC_RATE_START_YEAR_EFFECTIVE,Stores the effective rate at year start
ACCOUNTS.ACC_RATE_TYPE_CD,Reference key to lookup rate type such as fixed or variable
ACCOUNTS.ACC_RDB_RUN_DT_ACC_LAST,The last run date of accounts RDB
ACCOUNTS.ACC_RDB_RUN_DT_CON_LAST,The last run date of contracts RDB
ACCOUNTS.ACC_REBATE_CALC_METHOD_CD,Reference key to lookup rebate calculation method such as actuarial  sum of digits  etc
ACCOUNTS.ACC_REBATE_CALC_METHOD_CD_CUR,Reference key to lookup rebate calculation method such as actuarial  sum of digits ( Current )
ACCOUNTS.ACC_REBATE_MIN_FIN_CHARGE_CD,Rebate minimum finance charge calculation method for the account contract
ACCOUNTS.ACC_REBATE_TERM_METHOD_CD,Rebate term method for the account contract
ACCOUNTS.ACC_RECEIVABLE_AMT,Total receivable balance amount
ACCOUNTS.ACC_RECOURSE_IND,Indicates whether the application is eligible for recourse
ACCOUNTS.ACC_RECOURSE_MAX_PER,The maximum allowable recourse percentage
ACCOUNTS.ACC_RECURRING_CRD_PMT_AMT,Recurring Credit Payment Amount
ACCOUNTS.ACC_RECURRING_CRD_PMT_IND,Recurring Credit Payment Indicator
ACCOUNTS.ACC_REDRAW_AMT_AVAILABLE,Account Available re-draw amount
ACCOUNTS.ACC_REFUND_ALLOWED_IND,Indicates whether the refund is allowed
ACCOUNTS.ACC_REFUND_TOLERANCE_AMT,Tolerance amount for credit refund
ACCOUNTS.ACC_RENT_COL_METHOD_CD,Reference key to lookup Rent Collection Method Code.
ACCOUNTS.ACC_RENT_COL_METHOD_CD,Reference key to lookup Rent Collection Method Code.
ACCOUNTS.ACC_RENT_FACTOR,The rent factor
ACCOUNTS.ACC_RENT_FACTOR_BUY,The rent factor buy rate of the contract
ACCOUNTS.ACC_RENT_VAL,The rent charge value
ACCOUNTS.ACC_RENT_VAL_CUR,Stores the Current Rent Value.
ACCOUNTS.ACC_RENTAL_FEE,Indicates the rental fee
ACCOUNTS.ACC_REPAYMENT_SKIP_PERIOD,Stores all months that are allowed to skip payment such as MARCH APRIL MAY
ACCOUNTS.ACC_REPAYMENT_TYPE_CD,Reference key to lookup account repayment type
ACCOUNTS.ACC_REPMT_FIXED_PRINCIPAL_AMT ,Stores Principal Amount calculated
ACCOUNTS.ACC_REPMT_TERM,The repayment term of the contract
ACCOUNTS.ACC_REPMT_TERM_BILL_METHOD_CD,Reference key to lookup billing method such as coupon or statement
ACCOUNTS.ACC_REPMT_TERM_PMT_AMT,The repayment amount during the repayment term
ACCOUNTS.ACC_REPMT_TERM_PMT_PER,The repayment percentage during the repayment term
ACCOUNTS.ACC_REPO_FORC_IND,Indicates whether the account is repossessed
ACCOUNTS.ACC_REPO_FORC_NEXT_FOLLOWUP_DT,The date on which next repo or foreclosure followup is scheduled
ACCOUNTS.ACC_REPURCHASE_DT,The date on which the account was repurchased
ACCOUNTS.ACC_REPURCHASE_IND,Indicates whether the account has been repurchased
ACCOUNTS.ACC_RESI_VAL_FINAL_BIL_IND_CUR,Indicates to include Residual Value in  Final Bill currently.
ACCOUNTS.ACC_RESIDUAL_DAYS,References the residual Days
ACCOUNTS.ACC_RESIDUAL_PER,The residual percentage
ACCOUNTS.ACC_RESIDUAL_PER_CUR,Stores the Residual Percentage.
ACCOUNTS.ACC_RESIDUAL_VAL,the residual value
ACCOUNTS.ACC_RESIDUAL_VAL_CUR,Stores the current Residual Value.
ACCOUNTS.ACC_RESIDUAL_VAL_FINAL_BIL_IND,Indicates to include Residual Value in  Final Bill.
ACCOUNTS.ACC_RESIDUAL_VALUATION_CD,Reference key to lookup Residual Valuation Code.
ACCOUNTS.ACC_RESIDUAL_VALUATION_CD,Reference key to lookup Residual Valuation Code.
ACCOUNTS.ACC_RESIDUAL_VALUATION_CD_CUR,Stores the current Residual Valuation Code.
ACCOUNTS.ACC_RPMT_CUR_CURRENCY_CODE,Reference key to Currency  Repayment Currency (Original)
ACCOUNTS.ACC_RPMT_CUR_CURRENCY_CODE_CUR,Reference key to Currency  Repayment Currency (Current)
ACCOUNTS.ACC_SAC_ID,Reference key to super account
ACCOUNTS.ACC_SALES_TAX_AMT_ESTIMATED,Estimated sales tax
ACCOUNTS.ACC_SALES_TAX_METHOD_CD,Reference key to lookup sales tax method
ACCOUNTS.ACC_SALES_TAX_MODE_CD,Reference key to lookup sales tax mode
ACCOUNTS.ACC_SALES_TAX_PER_ESTIMATED,Estimated sales tax percentage
ACCOUNTS.ACC_SAME_BILL_CYCLE_IND,Indicates whether the account is a product same bill cycle
ACCOUNTS.ACC_SCHGOFF_IND,Indicates whether the account has been scheduled for charged off
ACCOUNTS.ACC_SCHGOFF_NEXT_FOLLOWUP_DT,The date on which charged off followup is scheduled
ACCOUNTS.ACC_SCRA_IND,Stores the scra indicator
ACCOUNTS.ACC_SECURED_CLASS_TYPE_IND,Indicates whether the account is a secured account
ACCOUNTS.ACC_SECURITY_DEPOSIT_AMT,Total amount of security deposit
ACCOUNTS.ACC_SECURITY_DEPOSIT_AMT_CUR,Stores the current Security Deposit Amount
ACCOUNTS.ACC_SETTL_AMT,Settlement amount agreed by customer to the lender
ACCOUNTS.ACC_SETTL_AMT_PD,Total amount paid by the customer and allocated to account balances between effective date and Good through date
ACCOUNTS.ACC_SETTL_EXPIRY_DT,Settlement agreement end date
ACCOUNTS.ACC_SETTL_START_DT,Settlement agreement start date
ACCOUNTS.ACC_SIGNING_DT,Accounts signing date
ACCOUNTS.ACC_SPR_SPREAD,Reference key to spread
ACCOUNTS.ACC_STAGE_FUND_IND,Indicates if stage funding is allowed
ACCOUNTS.ACC_STATE_CD,Reference key to lookup state code such as MN IL etc
ACCOUNTS.ACC_STATUS_CD,The status of the account such as ACTIVE  CHGOFF  PAID
ACCOUNTS.ACC_STM_RUN_DT_NEXT,Account statement next run date
ACCOUNTS.ACC_STOP_ACCRUAL_DAYS,Stop Accrual Days for accounts
ACCOUNTS.ACC_STX_AMT,Sales usage tax amount
ACCOUNTS.ACC_STX_DUE_AMT_PD1,1 cycle old tax due amount paid 
ACCOUNTS.ACC_STX_DUE_AMT_PD2,2 cycle old tax due amount paid 
ACCOUNTS.ACC_STX_DUE_AMT_PD3,3 cycle old tax due amount paid 
ACCOUNTS.ACC_STX_DUE_AMT_PD4,4 cycle old tax due amount paid 
ACCOUNTS.ACC_STX_DUE_AMT_PD5,5 cycle old tax due amount paid 
ACCOUNTS.ACC_STX_DUE_AMT1,1 cycle old tax due amount
ACCOUNTS.ACC_STX_DUE_AMT2,2 cycle old tax due amount
ACCOUNTS.ACC_STX_DUE_AMT3,3 cycle old tax due amount
ACCOUNTS.ACC_STX_DUE_AMT4,4 cycle old tax due amount
ACCOUNTS.ACC_STX_DUE_AMT5,5 cycle old tax due amount
ACCOUNTS.ACC_STX_TAX_CODE,Account tax rule code
ACCOUNTS.ACC_SUBUNIT_CD,Stores the Sale transfer Sub Unit Code
ACCOUNTS.ACC_SUBV_RECEIVABLE_DT_NEXT,Stores the subvention receivable next date
