key,description
API_ACCOUNTS.ACC_CR_OVERLMT_COUNT_LIFE,ACC_CR_OVERLMT_COUNT_LIFE Number of times credit overlimit on the life of the account
API_ACCOUNTS.ACC_ADV_AMT_LAST,ACC_ADV_AMT_LAST The amount of the  last advance
API_ACCOUNTS.ACC_DLQ_COUNT0_LIFE_CONV,ACC_DLQ_COUNT0_LIFE_CONV The number of times account is delinquent for 30 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT5_LIFE_CONV,ACC_DLQ_COUNT5_LIFE_CONV The number of times account was delinquent for 150 days or more as per conversion
API_ACCOUNTS.ACC_DLQ_COUNT6_LIFE_CONV,ACC_DLQ_COUNT6_LIFE_CONV The number of times account was delinquent for 180 days or more as per conversion
API_ACCOUNTS.ACC_DCT_DLQ_START_DT,ACC_DCT_DLQ_START_DT The oldest due date associated to the highest delq category
API_ACCOUNTS.ACC_DCT_HIGHEST_CATEGORY,ACC_DCT_HIGHEST_CATEGORY The highest delq category for the associated oldest due date
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE1,ACT_FTA_TABLE_ATTRIBUTE1 Name of the account tracking attribute parameter 1
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE2,ACT_FTA_TABLE_ATTRIBUTE2 Name of the account tracking attribute parameter 2
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE3,ACT_FTA_TABLE_ATTRIBUTE3 Name of the account tracking attribute parameter 3
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE4,ACT_FTA_TABLE_ATTRIBUTE4 Name of the account tracking attribute parameter 4
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE5,ACT_FTA_TABLE_ATTRIBUTE5 Name of the account tracking attribute parameter 5
API_ACCOUNTS.ACC_CRB_ORIGINAL_CHGOFF_AMT,ACC_CRB_ORIGINAL_CHGOFF_AMT Original charged off Amount
API_ACCOUNTS.ACC_MULTI_BILL_ASSET_RATE_IND,ACC_MULTI_BILL_ASSET_RATE_IND Indicates whether multiple asset rates are applicable for one billing period or not
API_ACCOUNTS.ACC_PMT_MODE_CD_CUR,ACC_PMT_MODE_CD_CUR Reference lookup to Accounts payment mode current (cash/check)
API_ACCOUNTS.ACC_SEC_ENABLED_IND,ACC_SEC_ENABLED_IND Account Securitization indicator
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_YEAR,ACC_RATE_MAX_INCREASE_YEAR Maximum allowable increase in rate in a year
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_LIFE,ACC_RATE_MAX_INCREASE_LIFE Maximum allowable increase in rate in the life of the contract
API_ACCOUNTS.ACC_STMT_PREFERENCE_MODE_CD,ACC_STMT_PREFERENCE_MODE_CD Account Statement Preference Mode code
API_ACCOUNTS.ACC_ACCRUAL_CALC_METHOD_CD,ACC_ACCRUAL_CALC_METHOD_CD Reference key to lookup accrual calculation method such as actuarial  sum of digits or simple interest
API_ACCOUNTS.ACC_INT_ACCRUED_AMT,ACC_INT_ACCRUED_AMT Total amount of interest accrued
API_ACCOUNTS.ACC_ACCRUAL_CALC_METHOD_CD,ACC_ACCRUAL_CALC_METHOD_CD Reference key to lookup accrual calculation method such as actuarial  sum of digits or simple interest
API_ACCOUNTS.ACC_COMP_PLAN_UPD_DT_LAST,ACC_COMP_PLAN_UPD_DT_LAST The date on which last compensation plan revision was done
API_ACCOUNTS.ACC_COMP_PLAN_UPD_DT_NEXT,ACC_COMP_PLAN_UPD_DT_NEXT The date on which next compensation plan revision will be done
API_ACCOUNTS.ACC_COMP_REVISE_PLAN_TERM,ACC_COMP_REVISE_PLAN_TERM Compensation plan revision term
API_ACCOUNTS.ACC_COMP_STOP_IND,ACC_COMP_STOP_IND Indicates if compensation calculation for the account is stopped
API_ACCOUNTS.ACC_COUPON_FIRST_PMT_DT_CUR,ACC_COUPON_FIRST_PMT_DT_CUR The date on which first payment is expected on the re-ordered coupon book (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_ORDER_DT_CUR,ACC_COUPON_ORDER_DT_CUR The date on which coupon book was re-ordered (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_CRB_ORIGINAL_CHGOFF_AMT,ACC_CRB_ORIGINAL_CHGOFF_AMT Original charged off Amount
API_ACCOUNTS.ACC_CRD_RUN_DT_LAST,ACC_CRD_RUN_DT_LAST The last run date of account credit card processing 
API_ACCOUNTS.ACC_CRD_RUN_DT_NEXT,ACC_CRD_RUN_DT_NEXT The next scheduled run date of account credit card processing
API_ACCOUNTS.ACC_DLQ_REASON_CD,ACC_DLQ_REASON_CD Account Delequency Code
API_ACCOUNTS.ACC_FUTURE_PAYOFF_AMT,ACC_FUTURE_PAYOFF_AMT Pay off amount applicable till future payoff date
API_ACCOUNTS.ACC_FUTURE_PAYOFF_DT,ACC_FUTURE_PAYOFF_DT Pay off amount applicable till this date
API_ACCOUNTS.ACC_POO_SUPER_POOL,ACC_POO_SUPER_POOL Super pool name
API_ACCOUNTS.ACC_PRD_PRODUCT,ACC_PRD_PRODUCT Reference key to product
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_LIFE,ACC_RATE_MAX_INCREASE_LIFE Maximum allowable increase in rate in the life of the contract
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_YEAR,ACC_RATE_MAX_INCREASE_YEAR Maximum allowable increase in rate in a year
API_ACCOUNTS.ACC_REDRAW_AMT_AVAILABLE,ACC_REDRAW_AMT_AVAILABLE Account Available re-draw amount
API_ACCOUNTS.ACC_REPAYMENT_SKIP_PERIOD,ACC_REPAYMENT_SKIP_PERIOD Stores all months that are allowed to skip payment such as MARCH APRIL MAY and it is used for converting accounts from other system
API_ACCOUNTS.ACC_SEC_ENABLED_IND,ACC_SEC_ENABLED_IND Account Securitization indicator
API_ACCOUNTS.ACC_SETTL_AMT,ACC_SETTL_AMT Settlement amount agreed by customer to the lender
API_ACCOUNTS.ACC_SETTL_AMT_PD,ACC_SETTL_AMT_PD Total amount paid by the customer and allocated to account balances between effective date and Good through date
API_ACCOUNTS.ACC_SETTL_EXPIRY_DT,ACC_SETTL_EXPIRY_DT Settlement agreement end date
API_ACCOUNTS.ACC_SETTL_START_DT,ACC_SETTL_START_DT Settlement agreement start date
API_ACCOUNTS.ACC_STMT_PREFERENCE_MODE_CD,ACC_STMT_PREFERENCE_MODE_CD Account Statement Preference Mode code
API_ACCOUNTS.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNTS.CREATION_DATE,CREATION_DATE Standard Who
API_ACCOUNTS.ACC_ALLOW_REPO_ON_SCRA_IND,ACC_ALLOW_REPO_ON_SCRA_IND Indicator to state if SCRA is allowed on Reposession
